Tanggal,Tahun,Bulan,IdBahan,Jumlah_SPK,Total_Jumlah_Item,Total_Permintaan,Total_Aktual
12/1/2021,2021,12,B380,1,231,140.44,162.01
12/1/2021,2021,12,B381,15,1321,624.69,724.37
12/1/2021,2021,12,B382,2,7,2.4,2.22
12/1/2021,2021,12,B387,1,120,122,141
12/1/2021,2021,12,B433,1,137,126,145
12/1/2021,2021,12,B490,1,1,2.15,2.34
12/1/2021,2021,12,B492,1,25,1.01,0.89
12/1/2021,2021,12,B494,1,137,145,119
12/1/2021,2021,12,B497,1,25,2.53,2.73
12/1/2021,2021,12,B507,2,7,3.14,3.57
1/1/2022,2022,1,B009,1,1,89,97
1/1/2022,2022,1,B010,7,238,13.49,11.4
1/1/2022,2022,1,B011,2,8,1.41,1.17
1/1/2022,2022,1,B012,5,108,27.4,25.3
1/1/2022,2022,1,B013,3,77,9.16,10.71
1/1/2022,2022,1,B014,2,8,1.27,1.4
1/1/2022,2022,1,B015,2,30,9.31,8.3
1/1/2022,2022,1,B016,7,114,11.75,10.23
1/1/2022,2022,1,B018,2,4,40.57,44.97
1/1/2022,2022,1,B019,2,11,12,11
1/1/2022,2022,1,B020,2,11,12,13
1/1/2022,2022,1,B023,14,343,690.77,732.14
1/1/2022,2022,1,B040,1,2,1.56,1.69
1/1/2022,2022,1,B043,1,19,6.12,6.94
1/1/2022,2022,1,B048,1,1,0.16,0.18
1/1/2022,2022,1,B049,1,2,0.62,0.69
1/1/2022,2022,1,B051,1,3,1.36,1.44
1/1/2022,2022,1,B052,8,264,26.74,28.18
1/1/2022,2022,1,B053,2,6,2.75,2.9
1/1/2022,2022,1,B055,1,4,0.52,0.55
1/1/2022,2022,1,B057,7,38,6.85,6.22
1/1/2022,2022,1,B062,3,60,8.72,9.33
1/1/2022,2022,1,B065,1,2,1.77,1.45
1/1/2022,2022,1,B066,1,11,0.54,0.49
1/1/2022,2022,1,B069,8,127,125,145
1/1/2022,2022,1,B071,14,355,54.7,60.9
1/1/2022,2022,1,B076,2,11,45,50
1/1/2022,2022,1,B077,8,240,294,275
1/1/2022,2022,1,B078,3,3,2.23,2.5
1/1/2022,2022,1,B079,6,68,8981,9930
1/1/2022,2022,1,B081,6,64,236.56,201.38
1/1/2022,2022,1,B082,4,55,1226.38,1380.68
1/1/2022,2022,1,B086,1,2,37.61,39.96
1/1/2022,2022,1,B088,3,31,1314.02,1420.54
1/1/2022,2022,1,B092,4,19,148.77,156.88
1/1/2022,2022,1,B093,1,1,28.4,30.1
1/1/2022,2022,1,B096,4,22,477.1,529.6
1/1/2022,2022,1,B102,6,223,1679.44,1387.93
1/1/2022,2022,1,B104,1,1,8.41,9.64
1/1/2022,2022,1,B108,7,236,436,514
1/1/2022,2022,1,B112,3,13,27,31
1/1/2022,2022,1,B113,4,113,113,104
1/1/2022,2022,1,B114,3,6,10,11
1/1/2022,2022,1,B116,5,48,80,84
1/1/2022,2022,1,B117,1,2,1.71,1.85
1/1/2022,2022,1,B118,9,241,3242,3668
1/1/2022,2022,1,B119,6,59,58,68
1/1/2022,2022,1,B120,2,8,43,46
1/1/2022,2022,1,B123,7,236,238,269
1/1/2022,2022,1,B127,2,4,8,7
1/1/2022,2022,1,B132,8,260,564.48,627.16
1/1/2022,2022,1,B136,1,1,5.03,4.61
1/1/2022,2022,1,B138,3,24,20.47,23.26
1/1/2022,2022,1,B143,2,4,8.2,7.12
1/1/2022,2022,1,B145,1,1,2.05,1.85
1/1/2022,2022,1,B146,1,2,2.43,2.19
1/1/2022,2022,1,B150,1,1,1.05,1.19
1/1/2022,2022,1,B151,1,1,3.92,4.55
1/1/2022,2022,1,B153,1,1,1.89,2.21
1/1/2022,2022,1,B154,1,7,8.7,9.96
1/1/2022,2022,1,B158,4,41,110.8,125.57
1/1/2022,2022,1,B160,1,12,9.47,10.22
1/1/2022,2022,1,B161,8,46,111.17,122.48
1/1/2022,2022,1,B162,1,1,0.95,0.79
1/1/2022,2022,1,B164,1,2,12.74,14.63
1/1/2022,2022,1,B165,2,7,7.8,8.31
1/1/2022,2022,1,B168,1,5,5,4
1/1/2022,2022,1,B170,1,1,2.88,2.67
1/1/2022,2022,1,B171,2,2,2,1
1/1/2022,2022,1,B172,2,2,2.18,2.04
1/1/2022,2022,1,B175,7,78,76.8,81.89
1/1/2022,2022,1,B188,1,7,7,8
1/1/2022,2022,1,B192,14,355,53.6,57.03
1/1/2022,2022,1,B205,14,357,1716.62,1587.64
1/1/2022,2022,1,B209,1,1,1,2
1/1/2022,2022,1,B215,2,16,15,17
1/1/2022,2022,1,B227,1,1,6,5
1/1/2022,2022,1,B229,1,1,2.62,2.19
1/1/2022,2022,1,B231,1,1,1,2
1/1/2022,2022,1,B237,14,319,66.28,56.63
1/1/2022,2022,1,B238,1,11,1.09,1.21
1/1/2022,2022,1,B239,13,332,211.34,240.45
1/1/2022,2022,1,B241,14,331,358.59,294.47
1/1/2022,2022,1,B242,6,59,45.75,48.96
1/1/2022,2022,1,B255,7,36,72.4,85
1/1/2022,2022,1,B259,6,68,5132,5794
1/1/2022,2022,1,B260,7,236,236,253
1/1/2022,2022,1,B261,2,4,4,5
1/1/2022,2022,1,B262,2,6,6.3,7.11
1/1/2022,2022,1,B263,8,219,99.51,89.75
1/1/2022,2022,1,B264,6,214,98.45,113.54
1/1/2022,2022,1,B265,13,145,120.83,128.76
1/1/2022,2022,1,B266,4,22,328,347
1/1/2022,2022,1,B268,2,40,11,10
1/1/2022,2022,1,B269,7,78,31,35
1/1/2022,2022,1,B284,1,5,5,6
1/1/2022,2022,1,B286,1,1,1,2
1/1/2022,2022,1,B303,2,2,5,4
1/1/2022,2022,1,B305,2,5,11,10
1/1/2022,2022,1,B309,2,4,4,5
1/1/2022,2022,1,B312,3,24,104,118
1/1/2022,2022,1,B313,1,22,209,234
1/1/2022,2022,1,B314,1,1,1,2
1/1/2022,2022,1,B315,1,11,0.55,0.5
1/1/2022,2022,1,B319,14,353,110.29,126.92
1/1/2022,2022,1,B320,9,241,109.07,118.77
1/1/2022,2022,1,B321,9,241,3300,3727
1/1/2022,2022,1,B322,8,237,7447,8183
1/1/2022,2022,1,B333,1,5,26,30
1/1/2022,2022,1,B335,1,6,22,24
1/1/2022,2022,1,B339,1,6,24,26
1/1/2022,2022,1,B352,1,7,7.35,8.34
1/1/2022,2022,1,B356,1,2,1,2
1/1/2022,2022,1,B372,7,208,538.96,620.05
1/1/2022,2022,1,B375,2,14,44.26,47.54
1/1/2022,2022,1,B377,14,357,57.6,47.32
1/1/2022,2022,1,B381,12,347,116.51,126.97
1/1/2022,2022,1,B382,2,5,1.73,1.43
1/1/2022,2022,1,B491,1,1,0.78,0.9
1/1/2022,2022,1,B492,1,11,0.43,0.48
1/1/2022,2022,1,B497,1,11,1.15,1.09
1/1/2022,2022,1,B507,1,1,0.43,0.45
1/1/2022,2022,1,B509,1,5,5.2,6.1
1/1/2022,2022,1,B5120,1,5,22,20
2/1/2022,2022,2,B002,1,73,76,70
2/1/2022,2022,2,B009,1,1,89,81
2/1/2022,2022,2,B010,7,224,13.05,13.71
2/1/2022,2022,2,B011,2,5,0.75,0.62
2/1/2022,2022,2,B012,5,556,146.71,121.6
2/1/2022,2022,2,B013,3,527,87.8,93.06
2/1/2022,2022,2,B014,2,5,0.7,0.82
2/1/2022,2022,2,B015,2,29,9.23,10.58
2/1/2022,2022,2,B016,7,561,61.44,55.83
2/1/2022,2022,2,B017,1,57,7.57,6.99
2/1/2022,2022,2,B018,2,58,89.86,104.81
2/1/2022,2022,2,B019,2,12,12,13
2/1/2022,2022,2,B020,2,12,12,14
2/1/2022,2022,2,B021,1,45,174,191
2/1/2022,2022,2,B023,13,682,1056.61,1128.14
2/1/2022,2022,2,B031,3,102,67.8,79.51
2/1/2022,2022,2,B032,1,96,19.44,20.8
2/1/2022,2022,2,B043,2,62,10.27,10.82
2/1/2022,2022,2,B045,1,192,57.49,60.73
2/1/2022,2022,2,B049,2,292,76.89,64.55
2/1/2022,2022,2,B052,7,228,20.82,22.29
2/1/2022,2022,2,B053,1,5,2.27,1.89
2/1/2022,2022,2,B055,1,5,0.8,0.66
2/1/2022,2022,2,B057,7,39,7.22,7.64
2/1/2022,2022,2,B062,3,126,29.5,25.64
2/1/2022,2022,2,B063,1,9,1.72,1.87
2/1/2022,2022,2,B065,1,231,43.93,50.2
2/1/2022,2022,2,B066,1,10,0.49,0.54
2/1/2022,2022,2,B069,7,224,222,245
2/1/2022,2022,2,B071,14,785,227.78,193.91
2/1/2022,2022,2,B076,2,12,46,49
2/1/2022,2022,2,B077,7,224,273,312
2/1/2022,2022,2,B078,3,7,5.2,5.62
2/1/2022,2022,2,B079,6,253,20919,24175
2/1/2022,2022,2,B081,6,233,227.87,239.96
2/1/2022,2022,2,B082,5,121,706.06,744.53
2/1/2022,2022,2,B088,2,17,305.11,322.07
2/1/2022,2022,2,B089,1,233,4626.21,4926.85
2/1/2022,2022,2,B096,4,30,527.42,498.85
2/1/2022,2022,2,B102,4,205,1541.82,1795.63
2/1/2022,2022,2,B104,1,1,8.13,8.69
2/1/2022,2022,2,B105,1,1,28.6,32.63
2/1/2022,2022,2,B106,4,23,181.21,191.21
2/1/2022,2022,2,B108,7,221,427,483
2/1/2022,2022,2,B112,3,10,22,19
2/1/2022,2022,2,B114,3,5,9,10
2/1/2022,2022,2,B116,5,131,394,445
2/1/2022,2022,2,B117,1,231,45.68,42.61
2/1/2022,2022,2,B118,7,224,3017,2491
2/1/2022,2022,2,B119,5,59,58,64
2/1/2022,2022,2,B120,3,104,256,271
2/1/2022,2022,2,B123,7,221,219,249
2/1/2022,2022,2,B127,3,3,6,7
2/1/2022,2022,2,B132,7,226,490.31,544.46
2/1/2022,2022,2,B136,1,1,4.87,4.39
2/1/2022,2022,2,B138,2,10,4.58,5.36
2/1/2022,2022,2,B143,1,3,7.09,8.31
2/1/2022,2022,2,B144,1,33,26.41,30.23
2/1/2022,2022,2,B145,1,9,8.89,8.28
2/1/2022,2022,2,B146,1,2,2.27,2.49
2/1/2022,2022,2,B147,1,290,891.18,1014.6
2/1/2022,2022,2,B151,1,1,4.29,4.73
2/1/2022,2022,2,B152,1,10,8.17,6.83
2/1/2022,2022,2,B153,1,1,2.11,2.32
2/1/2022,2022,2,B154,1,11,13.18,15.14
2/1/2022,2022,2,B156,1,1,1.07,1.21
2/1/2022,2022,2,B158,3,16,40.21,45.91
2/1/2022,2022,2,B161,8,56,145.43,137.13
2/1/2022,2022,2,B163,1,1,0.37,0.4
2/1/2022,2022,2,B165,1,3,1.86,1.98
2/1/2022,2022,2,B166,1,57,479,536
2/1/2022,2022,2,B168,1,2,2,3
2/1/2022,2022,2,B169,1,77,75,88
2/1/2022,2022,2,B170,1,3,8.28,8.93
2/1/2022,2022,2,B171,2,135,230,253
2/1/2022,2022,2,B175,7,76,75.32,88.15
2/1/2022,2022,2,B181,1,6,5,4
2/1/2022,2022,2,B185,1,1,1,2
2/1/2022,2022,2,B189,2,96,96,108
2/1/2022,2022,2,B192,14,858,178.79,192.59
2/1/2022,2022,2,B205,14,860,5682.04,6515.62
2/1/2022,2022,2,B206,3,25,20.9,18.75
2/1/2022,2022,2,B207,1,73,77,85
2/1/2022,2022,2,B209,1,3,3,4
2/1/2022,2022,2,B225,1,3,3,4
2/1/2022,2022,2,B229,2,135,734.15,835.28
2/1/2022,2022,2,B238,1,10,0.98,1.12
2/1/2022,2022,2,B239,13,760,672.28,721.39
2/1/2022,2022,2,B240,13,610,102.63,119.06
2/1/2022,2022,2,B241,14,553,699.1,756.94
2/1/2022,2022,2,B242,6,349,119.82,132.51
2/1/2022,2022,2,B255,7,90,68.73,73.24
2/1/2022,2022,2,B259,6,253,11385,12920
2/1/2022,2022,2,B260,7,221,218,187
2/1/2022,2022,2,B261,3,3,3,2
2/1/2022,2022,2,B262,3,168,135.78,114.55
2/1/2022,2022,2,B263,6,193,89.81,102
2/1/2022,2022,2,B264,6,190,88.36,80.58
2/1/2022,2022,2,B265,13,291,240.89,282.37
2/1/2022,2022,2,B266,5,31,437,482
2/1/2022,2022,2,B270,7,643,268,286
2/1/2022,2022,2,B284,1,2,2,1
2/1/2022,2022,2,B292,1,73,69,74
2/1/2022,2022,2,B293,1,1,1,1
2/1/2022,2022,2,B300,1,9,56,51
2/1/2022,2022,2,B301,1,77,253,226
2/1/2022,2022,2,B302,1,4,15,17
2/1/2022,2022,2,B303,1,1,2,3
2/1/2022,2022,2,B304,1,9,9,10
2/1/2022,2022,2,B305,2,12,15,14
2/1/2022,2022,2,B309,3,3,3,4
2/1/2022,2022,2,B312,2,6,30,33
2/1/2022,2022,2,B314,2,80,128,141
2/1/2022,2022,2,B315,1,10,0.48,0.51
2/1/2022,2022,2,B318,1,1,0.15,0.13
2/1/2022,2022,2,B319,14,831,261.9,285.86
2/1/2022,2022,2,B320,7,224,104.78,111.57
2/1/2022,2022,2,B321,7,224,3003,2498
2/1/2022,2022,2,B322,7,221,7024,7459
2/1/2022,2022,2,B323,1,73,70,81
2/1/2022,2022,2,B324,1,45,179,207
2/1/2022,2022,2,B325,1,77,116,127
2/1/2022,2022,2,B327,1,1,9,8
2/1/2022,2022,2,B331,1,5,20,22
2/1/2022,2022,2,B333,1,5,27,23
2/1/2022,2022,2,B335,1,5,19,21
2/1/2022,2022,2,B339,1,5,21,24
2/1/2022,2022,2,B372,5,180,486.98,403.08
2/1/2022,2022,2,B375,3,25,61.18,67.5
2/1/2022,2022,2,B376,1,206,461.44,429.7
2/1/2022,2022,2,B377,14,860,219.9,240.59
2/1/2022,2022,2,B380,1,231,146.81,169.65
2/1/2022,2022,2,B381,12,853,477.59,538.96
2/1/2022,2022,2,B382,2,5,1.72,1.43
2/1/2022,2022,2,B387,1,99,100,111
2/1/2022,2022,2,B490,1,1,1.95,1.71
2/1/2022,2022,2,B492,1,10,0.42,0.49
2/1/2022,2022,2,B494,1,73,77,84
2/1/2022,2022,2,B497,1,10,0.98,1.03
2/1/2022,2022,2,B508,1,7,6.25,5.28
3/1/2022,2022,3,B009,1,1,94,101
3/1/2022,2022,3,B010,7,326,20.2,23.28
3/1/2022,2022,3,B011,2,6,0.93,1.02
3/1/2022,2022,3,B012,5,735,161.11,144.77
3/1/2022,2022,3,B013,3,703,94.19,100.57
3/1/2022,2022,3,B014,2,6,0.92,1.06
3/1/2022,2022,3,B015,2,31,9.85,11.13
3/1/2022,2022,3,B016,7,739,68.53,80.62
3/1/2022,2022,3,B017,1,33,4.44,4.22
3/1/2022,2022,3,B018,2,34,62.4,68.27
3/1/2022,2022,3,B019,3,15,15,17
3/1/2022,2022,3,B020,3,15,15,14
3/1/2022,2022,3,B023,14,977,1560.85,1770
3/1/2022,2022,3,B032,1,124,25.08,26.43
3/1/2022,2022,3,B040,1,126,38.23,40.66
3/1/2022,2022,3,B043,2,121,17.3,14.41
3/1/2022,2022,3,B048,1,1,0.15,0.14
3/1/2022,2022,3,B049,2,345,89.52,103.53
3/1/2022,2022,3,B052,7,334,28.04,24.37
3/1/2022,2022,3,B053,2,5,2.65,2.88
3/1/2022,2022,3,B055,1,4,0.72,0.82
3/1/2022,2022,3,B057,7,43,6.85,6.4
3/1/2022,2022,3,B062,3,142,29.3,32.99
3/1/2022,2022,3,B063,1,17,3.26,2.81
3/1/2022,2022,3,B065,1,217,41.78,46.38
3/1/2022,2022,3,B066,1,13,0.64,0.68
3/1/2022,2022,3,B071,14,983,238.81,251.48
3/1/2022,2022,3,B072,1,1,2,3
3/1/2022,2022,3,B075,1,1,8.55,10.04
3/1/2022,2022,3,B076,3,15,60,67
3/1/2022,2022,3,B077,8,328,454,532
3/1/2022,2022,3,B078,3,5,3.38,3.57
3/1/2022,2022,3,B079,6,311,32519,34632
3/1/2022,2022,3,B081,6,330,501.38,558.31
3/1/2022,2022,3,B082,5,135,1093.14,903.39
3/1/2022,2022,3,B084,4,45,783.36,898.26
3/1/2022,2022,3,B088,2,23,817.5,964.6
3/1/2022,2022,3,B089,1,242,6045.65,6385.36
3/1/2022,2022,3,B090,1,68,286.34,325.46
3/1/2022,2022,3,B093,1,1,27.42,25.13
3/1/2022,2022,3,B102,5,306,2499.94,2187.92
3/1/2022,2022,3,B104,1,1,8.47,9.65
3/1/2022,2022,3,B106,4,25,208.62,235.52
3/1/2022,2022,3,B108,7,317,647,534
3/1/2022,2022,3,B113,8,327,338,384
3/1/2022,2022,3,B115,3,11,20,19
3/1/2022,2022,3,B116,5,222,634,581
3/1/2022,2022,3,B117,1,217,39.46,43.44
3/1/2022,2022,3,B118,8,328,4320,4909
3/1/2022,2022,3,B119,6,118,118,131
3/1/2022,2022,3,B120,3,95,216,240
3/1/2022,2022,3,B123,7,317,321,279
3/1/2022,2022,3,B127,5,10,20,18
3/1/2022,2022,3,B129,1,1,1,2
3/1/2022,2022,3,B131,1,68,67,78
3/1/2022,2022,3,B132,7,331,761.93,800.56
3/1/2022,2022,3,B133,1,1,0.45,0.53
3/1/2022,2022,3,B137,1,84,61.97,70.55
3/1/2022,2022,3,B138,1,15,10.52,11.92
3/1/2022,2022,3,B143,2,3,5.98,6.58
3/1/2022,2022,3,B145,1,10,10.1,10.76
3/1/2022,2022,3,B146,1,2,2.41,2.72
3/1/2022,2022,3,B147,1,343,1216.38,1346.5
3/1/2022,2022,3,B149,1,1,2.09,2.42
3/1/2022,2022,3,B150,1,1,0.97,0.9
3/1/2022,2022,3,B151,1,1,4.27,4.03
3/1/2022,2022,3,B153,1,1,1.94,2.07
3/1/2022,2022,3,B158,3,35,71.23,79.24
3/1/2022,2022,3,B160,1,12,10.11,10.9
3/1/2022,2022,3,B161,8,72,183.54,202.03
3/1/2022,2022,3,B165,1,2,1.34,1.57
3/1/2022,2022,3,B166,1,18,133,149
3/1/2022,2022,3,B168,1,3,3,4
3/1/2022,2022,3,B169,1,130,128,136
3/1/2022,2022,3,B170,1,2,6.04,5.27
3/1/2022,2022,3,B171,2,164,292,268
3/1/2022,2022,3,B175,8,170,160.11,180.26
3/1/2022,2022,3,B185,1,1,1,1
3/1/2022,2022,3,B188,1,9,9,10
3/1/2022,2022,3,B189,2,85,81,87
3/1/2022,2022,3,B192,14,1068,173.29,158.97
3/1/2022,2022,3,B195,3,7,11,12
3/1/2022,2022,3,B205,14,1069,6151.55,5659.1
3/1/2022,2022,3,B209,1,2,2,1
3/1/2022,2022,3,B215,2,23,23,26
3/1/2022,2022,3,B224,1,1,1,2
3/1/2022,2022,3,B225,1,1,1,2
3/1/2022,2022,3,B229,2,164,720.33,772.95
3/1/2022,2022,3,B237,14,818,156.98,137
3/1/2022,2022,3,B238,1,13,1.21,1.34
3/1/2022,2022,3,B239,13,1049,890.71,1005.64
3/1/2022,2022,3,B241,14,689,954.61,1008.3
3/1/2022,2022,3,B242,6,401,157.21,177.5
3/1/2022,2022,3,B255,7,73,60.82,71.29
3/1/2022,2022,3,B259,6,311,16368,19170
3/1/2022,2022,3,B260,7,317,317,339
3/1/2022,2022,3,B261,5,10,10,11
3/1/2022,2022,3,B262,3,208,268.14,314.52
3/1/2022,2022,3,B263,7,299,144.96,119.22
3/1/2022,2022,3,B264,6,289,139.44,148.75
3/1/2022,2022,3,B265,13,412,355.59,410.23
3/1/2022,2022,3,B266,4,29,422,483
3/1/2022,2022,3,B269,7,754,456,534
3/1/2022,2022,3,B271,1,1,9.76,8.96
3/1/2022,2022,3,B284,1,3,3,2
3/1/2022,2022,3,B298,1,1,1,2
3/1/2022,2022,3,B301,1,130,432,488
3/1/2022,2022,3,B303,1,1,2,3
3/1/2022,2022,3,B304,1,20,20,22
3/1/2022,2022,3,B305,2,20,22,24
3/1/2022,2022,3,B308,1,15,149,131
3/1/2022,2022,3,B309,5,10,10,11
3/1/2022,2022,3,B312,2,16,65,69
3/1/2022,2022,3,B314,2,132,242,280
3/1/2022,2022,3,B315,1,13,0.67,0.74
3/1/2022,2022,3,B319,14,971,300.83,331.14
3/1/2022,2022,3,B320,8,328,160.35,138.2
3/1/2022,2022,3,B321,8,328,4440,4014
3/1/2022,2022,3,B322,7,317,11084,10403
3/1/2022,2022,3,B324,1,103,408,473
3/1/2022,2022,3,B325,1,130,223,244
3/1/2022,2022,3,B331,1,7,29,34
3/1/2022,2022,3,B333,1,7,36,34
3/1/2022,2022,3,B336,1,3,13,15
3/1/2022,2022,3,B339,1,6,25,28
3/1/2022,2022,3,B343,1,3,12,13
3/1/2022,2022,3,B352,3,94,97.31,111.95
3/1/2022,2022,3,B354,1,1,0.41,0.39
3/1/2022,2022,3,B360,1,15,118,104
3/1/2022,2022,3,B372,6,285,823.9,687.22
3/1/2022,2022,3,B375,3,35,87.17,97.47
3/1/2022,2022,3,B376,1,296,773.28,818.93
3/1/2022,2022,3,B377,14,1069,223.79,248.78
3/1/2022,2022,3,B380,1,217,129.89,109.78
3/1/2022,2022,3,B381,12,977,483.65,523.38
3/1/2022,2022,3,B382,2,6,2.14,2.51
3/1/2022,2022,3,B387,1,113,107,118
3/1/2022,2022,3,B392,1,85,79,89
3/1/2022,2022,3,B490,1,1,2.09,1.95
3/1/2022,2022,3,B492,1,13,0.53,0.48
3/1/2022,2022,3,B497,1,13,1.31,1.52
3/1/2022,2022,3,B507,1,14,9.27,8.15
3/1/2022,2022,3,B508,1,11,10.38,11.17
4/1/2022,2022,4,B002,1,94,101,91
4/1/2022,2022,4,B009,1,1,95,107
4/1/2022,2022,4,B010,8,345,19.48,17.86
4/1/2022,2022,4,B011,2,7,1.22,1.43
4/1/2022,2022,4,B012,6,774,172.25,184.34
4/1/2022,2022,4,B013,4,752,105.72,119.89
4/1/2022,2022,4,B014,2,7,1.11,1.17
4/1/2022,2022,4,B015,2,20,7.5,8.35
4/1/2022,2022,4,B016,8,778,73.49,60.93
4/1/2022,2022,4,B017,1,46,5.55,4.95
4/1/2022,2022,4,B018,3,76,131.68,145.71
4/1/2022,2022,4,B019,2,9,9,10
4/1/2022,2022,4,B020,2,9,9,8
4/1/2022,2022,4,B023,16,1014,1616.86,1702.7
4/1/2022,2022,4,B029,1,94,99,83
4/1/2022,2022,4,B031,2,111,72.9,77.92
4/1/2022,2022,4,B032,1,114,21.81,23.35
4/1/2022,2022,4,B040,2,170,58.55,65.06
4/1/2022,2022,4,B043,2,88,12.73,13.85
4/1/2022,2022,4,B049,2,360,93.26,103.12
4/1/2022,2022,4,B052,9,361,33.47,37.68
4/1/2022,2022,4,B055,1,1,0.19,0.21
4/1/2022,2022,4,B057,7,39,7.55,8.62
4/1/2022,2022,4,B058,1,1,0.05,0.05
4/1/2022,2022,4,B060,2,3,2.23,2.11
4/1/2022,2022,4,B061,1,3,1.06,1.12
4/1/2022,2022,4,B062,4,154,33.95,35.8
4/1/2022,2022,4,B063,1,12,2.56,2.71
4/1/2022,2022,4,B065,2,213,43.39,50.94
4/1/2022,2022,4,B066,1,7,0.33,0.37
4/1/2022,2022,4,B069,9,347,355,378
4/1/2022,2022,4,B071,16,1057,263.36,293.26
4/1/2022,2022,4,B072,1,1,2,1
4/1/2022,2022,4,B075,1,1,9.04,8.44
4/1/2022,2022,4,B076,2,9,37,35
4/1/2022,2022,4,B077,9,348,419,369
4/1/2022,2022,4,B078,3,5,3.38,3.99
4/1/2022,2022,4,B079,7,330,34674,36622
4/1/2022,2022,4,B081,7,313,492.08,558.52
4/1/2022,2022,4,B082,5,147,1133.37,1319.94
4/1/2022,2022,4,B086,1,1,28.08,29.63
4/1/2022,2022,4,B088,2,17,766.1,866.84
4/1/2022,2022,4,B089,1,271,6736.53,7867.46
4/1/2022,2022,4,B093,1,1,28.66,32.38
4/1/2022,2022,4,B096,4,39,752.97,850.06
4/1/2022,2022,4,B098,1,6,48.5,40.04
4/1/2022,2022,4,B102,7,335,2519.61,2799.37
4/1/2022,2022,4,B103,1,55,230.75,262.22
4/1/2022,2022,4,B104,1,1,8.64,9.61
4/1/2022,2022,4,B106,4,11,80.51,73.78
4/1/2022,2022,4,B108,8,338,624,709
4/1/2022,2022,4,B110,2,103,319,354
4/1/2022,2022,4,B114,3,5,9,8
4/1/2022,2022,4,B115,3,12,21,19
4/1/2022,2022,4,B116,5,151,468,422
4/1/2022,2022,4,B117,2,213,41.23,37.81
4/1/2022,2022,4,B118,10,349,4703,5500
4/1/2022,2022,4,B119,5,78,79,93
4/1/2022,2022,4,B120,3,112,239,270
4/1/2022,2022,4,B123,8,338,340,398
4/1/2022,2022,4,B127,4,9,17,19
4/1/2022,2022,4,B131,1,55,52,57
4/1/2022,2022,4,B132,9,357,817.57,683.62
4/1/2022,2022,4,B133,1,1,1.08,1.19
4/1/2022,2022,4,B138,1,9,8.72,9.96
4/1/2022,2022,4,B140,1,29,22.28,20.67
4/1/2022,2022,4,B143,1,1,1.07,1.14
4/1/2022,2022,4,B144,1,28,21.67,24.04
4/1/2022,2022,4,B145,1,2,4.29,4.57
4/1/2022,2022,4,B146,1,2,2.53,2.83
4/1/2022,2022,4,B147,1,358,1314.87,1498.58
4/1/2022,2022,4,B148,1,1,0.99,1.1
4/1/2022,2022,4,B149,1,1,4.92,5.77
4/1/2022,2022,4,B151,1,1,4.09,4.5
4/1/2022,2022,4,B152,1,3,3.96,4.39
4/1/2022,2022,4,B153,1,1,2.06,2.35
4/1/2022,2022,4,B154,1,11,5.79,6.65
4/1/2022,2022,4,B158,4,30,71.61,81.05
4/1/2022,2022,4,B161,8,60,156.96,143.8
4/1/2022,2022,4,B164,1,1,8.06,9.31
4/1/2022,2022,4,B165,1,4,6.12,6.89
4/1/2022,2022,4,B166,1,47,308,278
4/1/2022,2022,4,B168,1,4,4,5
4/1/2022,2022,4,B169,1,165,166,187
4/1/2022,2022,4,B170,1,2,5.8,6.32
4/1/2022,2022,4,B171,3,238,398,453
4/1/2022,2022,4,B175,7,116,107.52,99.44
4/1/2022,2022,4,B185,1,1,1,2
4/1/2022,2022,4,B188,1,9,9,10
4/1/2022,2022,4,B189,1,102,107,120
4/1/2022,2022,4,B192,16,1221,221.8,183.74
4/1/2022,2022,4,B205,16,1223,7227.37,8189.8
4/1/2022,2022,4,B207,1,94,96,82
4/1/2022,2022,4,B209,1,2,2,3
4/1/2022,2022,4,B215,4,52,52,56
4/1/2022,2022,4,B225,1,2,2,3
4/1/2022,2022,4,B227,1,1,6,5
4/1/2022,2022,4,B229,2,237,1047.91,1183.12
4/1/2022,2022,4,B237,16,861,162.75,153.68
4/1/2022,2022,4,B238,1,7,0.68,0.64
4/1/2022,2022,4,B239,15,1073,898.84,1020.02
4/1/2022,2022,4,B241,16,727,991.92,933.61
4/1/2022,2022,4,B242,7,408,161.3,136.08
4/1/2022,2022,4,B243,1,1,0.98,1.11
4/1/2022,2022,4,B255,7,100,80.32,92.66
4/1/2022,2022,4,B259,7,330,17559,20582
4/1/2022,2022,4,B260,8,338,336,369
4/1/2022,2022,4,B261,4,9,9,8
4/1/2022,2022,4,B262,4,208,226.44,245.37
4/1/2022,2022,4,B263,9,287,135.54,144.09
4/1/2022,2022,4,B264,7,277,126.42,115.34
4/1/2022,2022,4,B265,14,397,354.54,316.19
4/1/2022,2022,4,B266,6,62,882,1025
4/1/2022,2022,4,B270,8,886,356,418
4/1/2022,2022,4,B271,1,1,4.3,4.76
4/1/2022,2022,4,B284,1,4,4,5
4/1/2022,2022,4,B300,1,9,122,130
4/1/2022,2022,4,B301,1,165,480,399
4/1/2022,2022,4,B303,2,2,5,6
4/1/2022,2022,4,B304,1,10,10,11
4/1/2022,2022,4,B305,3,16,21,23
4/1/2022,2022,4,B309,4,9,9,10
4/1/2022,2022,4,B312,3,11,56,53
4/1/2022,2022,4,B314,2,167,249,289
4/1/2022,2022,4,B315,1,7,0.38,0.42
4/1/2022,2022,4,B319,16,1132,383.22,450.14
4/1/2022,2022,4,B320,10,349,165.73,190.99
