Tanggal,Tahun,Bulan,IdBahan,Jumlah_SPK,Total_Jumlah_Item,Total_Permintaan,Total_Aktual
6/1/2024,2024,6,B102,6,353,3122.71,3629.34
6/1/2024,2024,6,B103,1,30,117.87,109.6
6/1/2024,2024,6,B104,1,1,8.34,9.53
6/1/2024,2024,6,B106,4,24,215.47,182.42
6/1/2024,2024,6,B107,1,1,2,3
6/1/2024,2024,6,B108,8,365,797,864
6/1/2024,2024,6,B109,6,141,297,267
6/1/2024,2024,6,B112,3,9,15,16
6/1/2024,2024,6,B114,3,3,5,6
6/1/2024,2024,6,B117,2,187,37.49,33.6
6/1/2024,2024,6,B118,9,373,5149,4557
6/1/2024,2024,6,B119,7,175,173,183
6/1/2024,2024,6,B120,2,127,254,278
6/1/2024,2024,6,B123,8,365,364,312
6/1/2024,2024,6,B127,3,6,12,13
6/1/2024,2024,6,B131,1,30,31,33
6/1/2024,2024,6,B132,9,381,906.36,1066
6/1/2024,2024,6,B136,1,1,4.96,4.7
6/1/2024,2024,6,B138,2,17,11.09,12.5
6/1/2024,2024,6,B141,1,236,529.25,578.51
6/1/2024,2024,6,B143,1,1,0.95,1.12
6/1/2024,2024,6,B145,2,20,22.03,25.19
6/1/2024,2024,6,B146,1,3,4.57,5.13
6/1/2024,2024,6,B150,1,1,1.31,1.42
6/1/2024,2024,6,B151,1,2,7.9,8.32
6/1/2024,2024,6,B152,1,13,9.1,8.3
6/1/2024,2024,6,B153,1,1,2.01,2.11
6/1/2024,2024,6,B154,1,7,10.97,12.94
6/1/2024,2024,6,B158,4,39,87.24,99.14
6/1/2024,2024,6,B161,8,68,168.04,193.17
6/1/2024,2024,6,B162,1,2,2.15,2
6/1/2024,2024,6,B163,1,1,0.65,0.72
6/1/2024,2024,6,B164,1,2,12.18,13.52
6/1/2024,2024,6,B165,1,5,6.94,7.56
6/1/2024,2024,6,B168,1,5,5,6
6/1/2024,2024,6,B169,1,45,47,44
6/1/2024,2024,6,B170,1,3,8.61,7.35
6/1/2024,2024,6,B171,3,75,104,93
6/1/2024,2024,6,B174,1,1,2.42,2.85
6/1/2024,2024,6,B175,8,235,234.01,266.85
6/1/2024,2024,6,B185,2,2,2,3
6/1/2024,2024,6,B188,1,9,9,10
6/1/2024,2024,6,B189,1,118,113,128
6/1/2024,2024,6,B192,16,1066,174.63,205.34
6/1/2024,2024,6,B195,1,3,5,6
6/1/2024,2024,6,B197,3,21,20,23
6/1/2024,2024,6,B205,16,1067,5612.74,5239.47
6/1/2024,2024,6,B206,1,11,9.99,10.88
6/1/2024,2024,6,B207,1,69,71,75
6/1/2024,2024,6,B209,1,3,3,4
6/1/2024,2024,6,B213,1,10,38,41
6/1/2024,2024,6,B215,3,22,23,19
6/1/2024,2024,6,B225,1,2,2,3
6/1/2024,2024,6,B227,1,1,6,7
6/1/2024,2024,6,B229,2,74,330.85,294.25
6/1/2024,2024,6,B231,1,1,1,2
6/1/2024,2024,6,B237,15,815,140.49,121.93
6/1/2024,2024,6,B238,1,8,0.75,0.8
6/1/2024,2024,6,B239,15,956,660.98,773.31
6/1/2024,2024,6,B241,16,655,722.09,770.92
6/1/2024,2024,6,B242,7,290,100.14,116.92
6/1/2024,2024,6,B255,9,99,77.69,90.3
6/1/2024,2024,6,B259,7,255,10481,11111
6/1/2024,2024,6,B260,8,365,364,394
6/1/2024,2024,6,B261,3,6,6,7
6/1/2024,2024,6,B262,4,167,119.08,111.99
6/1/2024,2024,6,B263,8,333,170.89,180.32
6/1/2024,2024,6,B264,7,326,165.4,137.42
6/1/2024,2024,6,B265,15,424,269.59,317.79
6/1/2024,2024,6,B266,5,40,567,601
6/1/2024,2024,6,B269,8,694,429,457
6/1/2024,2024,6,B284,1,5,5,6
6/1/2024,2024,6,B292,1,69,64,71
6/1/2024,2024,6,B300,1,16,145,169
6/1/2024,2024,6,B301,1,45,96,79
6/1/2024,2024,6,B303,2,2,5,6
6/1/2024,2024,6,B304,1,32,31,35
6/1/2024,2024,6,B305,3,15,21,19
6/1/2024,2024,6,B309,3,6,6,5
6/1/2024,2024,6,B312,3,18,82,94
6/1/2024,2024,6,B314,2,48,45,49
6/1/2024,2024,6,B315,1,8,0.38,0.42
6/1/2024,2024,6,B319,16,989,317.36,335.54
6/1/2024,2024,6,B320,9,373,175.65,156.48
6/1/2024,2024,6,B321,9,373,5155,5639
6/1/2024,2024,6,B322,9,366,13460,15059
6/1/2024,2024,6,B323,1,69,67,63
6/1/2024,2024,6,B324,1,44,189,207
6/1/2024,2024,6,B325,1,45,44,41
6/1/2024,2024,6,B326,1,1,2,3
6/1/2024,2024,6,B327,1,1,9,8
6/1/2024,2024,6,B339,1,8,34,36
6/1/2024,2024,6,B343,1,8,32,37
6/1/2024,2024,6,B352,2,89,83.57,70.25
6/1/2024,2024,6,B354,1,1,0.38,0.43
6/1/2024,2024,6,B356,1,2,1,2
6/1/2024,2024,6,B359,1,28,134,150
6/1/2024,2024,6,B372,6,314,957.56,813.1
6/1/2024,2024,6,B375,3,29,76.96,90.68
6/1/2024,2024,6,B376,1,215,462.4,379.63
6/1/2024,2024,6,B377,16,1067,194.99,205.75
6/1/2024,2024,6,B380,1,184,109.46,124.93
6/1/2024,2024,6,B381,14,982,406.9,439.42
6/1/2024,2024,6,B382,2,5,1.84,2.01
6/1/2024,2024,6,B387,1,62,62,73
6/1/2024,2024,6,B434,1,76,62,67
6/1/2024,2024,6,B492,1,8,0.31,0.28
6/1/2024,2024,6,B494,1,69,64,69
6/1/2024,2024,6,B497,1,8,0.78,0.88
6/1/2024,2024,6,B507,1,1,0.39,0.41
6/1/2024,2024,6,B508,1,28,3.52,3.93
7/1/2024,2024,7,B002,1,94,95,88
7/1/2024,2024,7,B010,8,418,26.74,29.14
7/1/2024,2024,7,B011,3,10,1.67,1.39
7/1/2024,2024,7,B012,6,711,149.72,173.87
7/1/2024,2024,7,B013,4,673,81.41,74.01
7/1/2024,2024,7,B014,3,10,1.62,1.82
7/1/2024,2024,7,B015,2,37,10.53,12.26
7/1/2024,2024,7,B016,9,720,61.01,67.7
7/1/2024,2024,7,B017,1,87,11.19,9.33
7/1/2024,2024,7,B018,3,92,158.07,178.15
7/1/2024,2024,7,B019,3,21,21,23
7/1/2024,2024,7,B020,3,21,21,23
7/1/2024,2024,7,B023,17,1126,1893.74,2050.3
7/1/2024,2024,7,B027,1,1,1,2
7/1/2024,2024,7,B029,1,57,57,61
7/1/2024,2024,7,B031,1,1,1.31,1.53
7/1/2024,2024,7,B032,1,12,1.79,1.96
7/1/2024,2024,7,B040,2,283,84.11,88.5
7/1/2024,2024,7,B043,2,109,14.22,16.44
7/1/2024,2024,7,B048,1,1,0.14,0.15
7/1/2024,2024,7,B052,9,441,39.49,33.38
7/1/2024,2024,7,B053,1,5,2.31,2.65
7/1/2024,2024,7,B054,2,392,87.24,95.65
7/1/2024,2024,7,B055,1,5,0.84,0.93
7/1/2024,2024,7,B057,8,44,7.81,6.98
7/1/2024,2024,7,B062,3,50,6.53,5.56
7/1/2024,2024,7,B063,1,6,1.17,1.09
7/1/2024,2024,7,B065,2,208,40.88,43.4
7/1/2024,2024,7,B066,1,19,0.98,0.81
7/1/2024,2024,7,B069,9,251,253,286
7/1/2024,2024,7,B071,17,1020,266.56,232.81
7/1/2024,2024,7,B072,1,2,4,3
7/1/2024,2024,7,B075,1,2,17.08,18.29
7/1/2024,2024,7,B076,3,21,82,70
7/1/2024,2024,7,B077,9,419,609,659
7/1/2024,2024,7,B078,3,4,3.02,2.58
7/1/2024,2024,7,B079,8,337,33249,27524
7/1/2024,2024,7,B080,1,119,127,145
7/1/2024,2024,7,B081,8,247,501.48,541.46
7/1/2024,2024,7,B082,5,36,911.65,1044.49
7/1/2024,2024,7,B086,1,2,41.17,36.97
7/1/2024,2024,7,B088,3,28,1026.15,937.3
7/1/2024,2024,7,B089,1,280,6291.5,5316.82
7/1/2024,2024,7,B093,1,1,28.96,26.93
7/1/2024,2024,7,B096,5,41,725.56,614.28
7/1/2024,2024,7,B101,1,21,86.42,91.05
7/1/2024,2024,7,B102,7,402,3444.87,3698.28
7/1/2024,2024,7,B103,1,39,157.69,147.2
7/1/2024,2024,7,B104,1,1,8.89,10.46
7/1/2024,2024,7,B106,4,21,179.45,148.13
7/1/2024,2024,7,B108,8,412,901,797
7/1/2024,2024,7,B109,7,175,507,537
7/1/2024,2024,7,B113,4,166,171,147
7/1/2024,2024,7,B114,4,7,11,12
7/1/2024,2024,7,B115,3,9,12,14
7/1/2024,2024,7,B117,2,208,42.84,45.45
7/1/2024,2024,7,B118,10,421,5810,5252
7/1/2024,2024,7,B119,7,179,182,192
7/1/2024,2024,7,B120,1,2,34,37
7/1/2024,2024,7,B123,8,412,413,447
7/1/2024,2024,7,B127,3,5,10,9
7/1/2024,2024,7,B131,1,60,61,67
7/1/2024,2024,7,B132,9,441,1064.58,1136.52
7/1/2024,2024,7,B136,1,1,5.2,5.83
7/1/2024,2024,7,B138,3,24,15.95,17.37
7/1/2024,2024,7,B139,1,1,2.07,2.38
7/1/2024,2024,7,B143,1,3,6.55,6.89
7/1/2024,2024,7,B144,1,72,53.39,62.96
7/1/2024,2024,7,B146,1,2,2.33,2.48
7/1/2024,2024,7,B147,1,390,1246,1047
7/1/2024,2024,7,B150,1,1,1.04,1.14
7/1/2024,2024,7,B151,1,1,4.07,4.68
7/1/2024,2024,7,B152,1,15,10.16,9.46
7/1/2024,2024,7,B154,1,14,10.94,12.15
7/1/2024,2024,7,B158,4,33,95.95,102.13
7/1/2024,2024,7,B161,9,65,153.58,137.73
7/1/2024,2024,7,B162,1,1,0.39,0.33
7/1/2024,2024,7,B164,1,2,12.42,14.62
7/1/2024,2024,7,B165,2,8,9.25,10.55
7/1/2024,2024,7,B166,1,87,598,646
7/1/2024,2024,7,B168,1,4,4,3
7/1/2024,2024,7,B169,1,127,131,108
7/1/2024,2024,7,B170,1,2,5.65,4.71
7/1/2024,2024,7,B173,1,1,2.23,1.87
7/1/2024,2024,7,B175,8,219,214.33,230.63
7/1/2024,2024,7,B177,1,1,2,3
7/1/2024,2024,7,B185,2,2,2,3
7/1/2024,2024,7,B192,17,1233,211.51,179.62
7/1/2024,2024,7,B193,2,3,249,271
7/1/2024,2024,7,B205,17,1235,7699.16,6455.49
7/1/2024,2024,7,B207,1,94,96,88
7/1/2024,2024,7,B209,1,2,2,3
7/1/2024,2024,7,B216,3,23,18,17
7/1/2024,2024,7,B226,3,216,344,287
7/1/2024,2024,7,B227,1,1,6,5
7/1/2024,2024,7,B229,2,215,1120.17,1310.53
7/1/2024,2024,7,B230,1,2,2,3
7/1/2024,2024,7,B238,1,19,1.93,2.05
7/1/2024,2024,7,B239,16,1112,1017.1,1098.41
7/1/2024,2024,7,B240,17,836,160.07,182.21
7/1/2024,2024,7,B241,17,843,1106.98,1220.88
7/1/2024,2024,7,B242,8,397,166.45,177.28
7/1/2024,2024,7,B255,9,137,85.17,100.4
7/1/2024,2024,7,B259,8,337,17957,19139
7/1/2024,2024,7,B260,8,412,401,449
7/1/2024,2024,7,B261,3,5,5,6
7/1/2024,2024,7,B262,4,123,248.6,270.4
7/1/2024,2024,7,B263,9,397,199.12,215.11
7/1/2024,2024,7,B264,7,390,190.33,208.27
7/1/2024,2024,7,B265,16,556,448.53,482.2
7/1/2024,2024,7,B266,4,24,346,384
7/1/2024,2024,7,B269,9,816,602,645
7/1/2024,2024,7,B284,1,4,4,3
7/1/2024,2024,7,B299,1,37,34,30
7/1/2024,2024,7,B301,1,127,431,506
7/1/2024,2024,7,B303,2,2,5,6
7/1/2024,2024,7,B305,3,11,17,19
7/1/2024,2024,7,B307,1,22,197,209
7/1/2024,2024,7,B309,3,5,5,6
7/1/2024,2024,7,B312,3,24,105,117
7/1/2024,2024,7,B314,2,129,203,222
7/1/2024,2024,7,B315,1,19,0.94,0.99
7/1/2024,2024,7,B319,17,1171,404.62,356.26
7/1/2024,2024,7,B320,10,421,199.57,216.4
7/1/2024,2024,7,B321,10,421,5840,6395
7/1/2024,2024,7,B322,9,414,14967,17390
7/1/2024,2024,7,B323,1,94,94,99
7/1/2024,2024,7,B324,1,54,207,240
7/1/2024,2024,7,B325,1,127,209,224
7/1/2024,2024,7,B326,1,2,4,5
7/1/2024,2024,7,B331,1,5,20,17
7/1/2024,2024,7,B333,1,9,44,51
7/1/2024,2024,7,B334,1,4,17,18
7/1/2024,2024,7,B339,1,10,38,44
7/1/2024,2024,7,B342,1,5,20,23
7/1/2024,2024,7,B343,1,5,18,19
7/1/2024,2024,7,B354,1,2,0.82,0.69
7/1/2024,2024,7,B356,1,2,1,2
7/1/2024,2024,7,B372,7,382,1128.91,1230.64
7/1/2024,2024,7,B375,3,21,57.72,63.23
7/1/2024,2024,7,B376,1,327,787.18,696.76
7/1/2024,2024,7,B377,17,1235,277.45,326.03
7/1/2024,2024,7,B380,1,206,142.87,151.1
7/1/2024,2024,7,B381,14,1104,581.18,625.06
7/1/2024,2024,7,B382,3,10,4.02,3.45
7/1/2024,2024,7,B387,1,54,50,58
7/1/2024,2024,7,B490,1,1,2.11,2.23
7/1/2024,2024,7,B492,1,19,0.72,0.64
7/1/2024,2024,7,B493,1,1,1.98,1.73
7/1/2024,2024,7,B494,1,94,101,111
7/1/2024,2024,7,B497,1,19,1.94,2.04
7/1/2024,2024,7,B507,1,1,0.41,0.35
8/1/2024,2024,8,B002,1,114,115,134
8/1/2024,2024,8,B010,8,370,21.7,23.53
8/1/2024,2024,8,B011,2,6,0.96,1.02
8/1/2024,2024,8,B012,5,756,164.6,153.95
8/1/2024,2024,8,B013,4,755,105.46,114.18
8/1/2024,2024,8,B014,2,6,0.91,0.81
8/1/2024,2024,8,B015,1,2,2.94,2.48
8/1/2024,2024,8,B016,7,762,73.28,81.85
8/1/2024,2024,8,B017,1,113,14.46,15.6
8/1/2024,2024,8,B018,2,117,168.48,197.75
8/1/2024,2024,8,B019,3,16,17,18
8/1/2024,2024,8,B023,14,1020,1519.68,1700.3
8/1/2024,2024,8,B029,1,114,122,131
8/1/2024,2024,8,B032,1,122,22.95,26.54
8/1/2024,2024,8,B034,1,306,69.73,61.65
8/1/2024,2024,8,B036,1,1,0.14,0.16
8/1/2024,2024,8,B040,2,286,94.3,103.24
8/1/2024,2024,8,B043,1,16,2.27,2.61
8/1/2024,2024,8,B047,1,9,1.98,1.77
8/1/2024,2024,8,B052,8,382,34.01,28.93
8/1/2024,2024,8,B057,7,40,5.96,6.79
8/1/2024,2024,8,B060,1,1,0.47,0.51
8/1/2024,2024,8,B062,4,161,34.6,29.26
8/1/2024,2024,8,B063,1,4,0.89,0.98
8/1/2024,2024,8,B064,1,4,0.73,0.63
8/1/2024,2024,8,B065,2,295,59.27,63.45
8/1/2024,2024,8,B069,8,369,370,306
8/1/2024,2024,8,B071,15,1020,263.62,284.64
8/1/2024,2024,8,B072,1,1,2,3
8/1/2024,2024,8,B073,1,1,9.09,7.67
8/1/2024,2024,8,B076,3,16,62,56
8/1/2024,2024,8,B077,8,370,494,422
8/1/2024,2024,8,B078,2,2,1.11,1.01
8/1/2024,2024,8,B079,6,277,22616,19112
8/1/2024,2024,8,B080,1,65,60,55
8/1/2024,2024,8,B081,6,351,588.56,675.25
8/1/2024,2024,8,B082,5,152,1609.61,1870.76
8/1/2024,2024,8,B086,1,3,55.31,46.83
8/1/2024,2024,8,B088,2,26,1226.8,1329.23
8/1/2024,2024,8,B089,1,208,3493.24,3145.43
8/1/2024,2024,8,B093,1,1,27.55,25.72
8/1/2024,2024,8,B096,4,37,562.06,463.98
8/1/2024,2024,8,B100,1,16,71.58,78.43
8/1/2024,2024,8,B102,6,347,2750.2,2893.92
8/1/2024,2024,8,B103,1,18,79.57,68.21
8/1/2024,2024,8,B106,4,25,233.16,265.45
8/1/2024,2024,8,B108,8,362,738,667
8/1/2024,2024,8,B111,2,40,78,83
8/1/2024,2024,8,B114,2,3,7,6
8/1/2024,2024,8,B115,2,4,6,7
8/1/2024,2024,8,B116,5,85,163,154
8/1/2024,2024,8,B117,2,295,58.25,49.79
8/1/2024,2024,8,B118,9,371,4894,5518
8/1/2024,2024,8,B119,7,122,121,133
8/1/2024,2024,8,B120,1,103,218,185
8/1/2024,2024,8,B122,3,16,16,17
8/1/2024,2024,8,B123,8,362,365,429
8/1/2024,2024,8,B127,3,7,14,13
8/1/2024,2024,8,B131,1,34,36,38
8/1/2024,2024,8,B132,8,381,842.59,768.78
8/1/2024,2024,8,B138,3,26,21.17,24.06
8/1/2024,2024,8,B139,2,13,14.77,16.73
8/1/2024,2024,8,B143,1,1,1.07,1.18
8/1/2024,2024,8,B147,1,306,694.08,757.9
8/1/2024,2024,8,B153,1,1,2.11,2.35
8/1/2024,2024,8,B158,3,46,115.16,107.07
8/1/2024,2024,8,B161,8,66,160.82,180.52
8/1/2024,2024,8,B164,1,3,17.09,19.34
8/1/2024,2024,8,B165,1,5,6.64,7.15
8/1/2024,2024,8,B168,1,3,3,4
8/1/2024,2024,8,B169,1,16,17,19
8/1/2024,2024,8,B170,1,1,3.07,3.59
8/1/2024,2024,8,B175,8,179,173.59,183.42
8/1/2024,2024,8,B177,1,103,94,107
8/1/2024,2024,8,B182,1,1,1,1
8/1/2024,2024,8,B183,1,1,84,91
8/1/2024,2024,8,B185,1,1,1,1
8/1/2024,2024,8,B192,15,1247,221.92,237.13
8/1/2024,2024,8,B205,15,1249,7333.47,7748.67
8/1/2024,2024,8,B207,1,114,111,118
8/1/2024,2024,8,B209,1,1,1,1
8/1/2024,2024,8,B215,4,50,51,47
8/1/2024,2024,8,B226,3,131,223,208
8/1/2024,2024,8,B227,1,1,6,5
8/1/2024,2024,8,B229,2,130,998.94,1078.8
8/1/2024,2024,8,B230,1,1,1,2
8/1/2024,2024,8,B237,14,798,143,151.48
8/1/2024,2024,8,B239,14,1077,855.56,906.99
8/1/2024,2024,8,B241,15,718,760.69,804.86
8/1/2024,2024,8,B242,6,345,114.82,107.98
8/1/2024,2024,8,B255,8,174,75.65,81.33
8/1/2024,2024,8,B259,6,277,12097,12968
8/1/2024,2024,8,B260,8,362,354,402
8/1/2024,2024,8,B261,3,7,7,6
8/1/2024,2024,8,B262,4,224,237.4,269.01
8/1/2024,2024,8,B263,8,316,152.41,161.24
8/1/2024,2024,8,B264,7,308,146.88,165.96
8/1/2024,2024,8,B265,14,378,254.27,295.19
8/1/2024,2024,8,B266,6,55,789,913
8/1/2024,2024,8,B269,7,877,641,548
8/1/2024,2024,8,B284,1,3,3,4
8/1/2024,2024,8,B300,1,24,247,220
8/1/2024,2024,8,B301,1,16,69,75
8/1/2024,2024,8,B303,2,2,5,4
8/1/2024,2024,8,B304,1,23,24,26
8/1/2024,2024,8,B305,3,22,26,24
8/1/2024,2024,8,B309,3,7,7,6
8/1/2024,2024,8,B312,3,26,114,132
8/1/2024,2024,8,B314,2,17,34,39
8/1/2024,2024,8,B319,15,1168,395.24,368.76
8/1/2024,2024,8,B320,9,371,168.85,187.77
8/1/2024,2024,8,B321,9,371,5011,4288
8/1/2024,2024,8,B322,9,363,11848,13351
8/1/2024,2024,8,B323,1,114,110,129
8/1/2024,2024,8,B324,1,94,380,401
8/1/2024,2024,8,B325,1,16,32,27
8/1/2024,2024,8,B326,1,1,2,3
8/1/2024,2024,8,B352,1,103,106.84,90.72
8/1/2024,2024,8,B354,1,1,0.39,0.44
8/1/2024,2024,8,B356,1,3,1,1
8/1/2024,2024,8,B359,1,113,746,876
8/1/2024,2024,8,B372,6,296,851.27,729.94
8/1/2024,2024,8,B375,3,37,89.64,102.3
8/1/2024,2024,8,B376,1,232,491.28,575.64
8/1/2024,2024,8,B377,15,1249,262.91,306.05
8/1/2024,2024,8,B380,1,292,186.45,201.44
8/1/2024,2024,8,B381,13,1128,585.57,682.3
8/1/2024,2024,8,B382,2,6,2.22,2.43
8/1/2024,2024,8,B384,1,48,42,47
8/1/2024,2024,8,B387,1,105,98,106
8/1/2024,2024,8,B494,1,114,108,96
8/1/2024,2024,8,B507,1,1,0.4,0.45
9/1/2024,2024,9,B002,1,140,142,133
9/1/2024,2024,9,B010,8,314,19.19,18.07
9/1/2024,2024,9,B011,2,6,0.95,1.11
9/1/2024,2024,9,B012,6,562,145.92,159.53
9/1/2024,2024,9,B013,4,539,85.1,95.21
9/1/2024,2024,9,B014,2,6,0.96,1.08
9/1/2024,2024,9,B015,2,23,7.54,8.1
9/1/2024,2024,9,B016,8,566,57.43,52.83
9/1/2024,2024,9,B017,1,83,10.65,11.31
9/1/2024,2024,9,B018,2,87,128.42,136.34
9/1/2024,2024,9,B019,2,5,5,6
9/1/2024,2024,9,B020,2,8,8,9
9/1/2024,2024,9,B023,16,875,1378.8,1593.59
9/1/2024,2024,9,B024,1,2,1,1
9/1/2024,2024,9,B029,1,140,132,153
9/1/2024,2024,9,B032,1,111,23.32,19.71
9/1/2024,2024,9,B040,2,247,77.58,65.38
9/1/2024,2024,9,B043,2,83,11.65,10.8
9/1/2024,2024,9,B049,1,294,76.97,87.02
9/1/2024,2024,9,B052,9,322,26.4,22.32
9/1/2024,2024,9,B053,2,3,1.98,2.17
9/1/2024,2024,9,B055,1,1,0.32,0.34
9/1/2024,2024,9,B056,1,1,0.07,0.08
9/1/2024,2024,9,B057,6,43,6.95,7.52
9/1/2024,2024,9,B062,3,47,6.3,7.22
9/1/2024,2024,9,B063,1,17,3.3,3.81
9/1/2024,2024,9,B065,2,275,54.97,63.77
9/1/2024,2024,9,B066,1,15,0.72,0.65
9/1/2024,2024,9,B069,9,315,314,265
9/1/2024,2024,9,B071,16,884,232.32,266.54
9/1/2024,2024,9,B075,1,1,9.7,11.14
9/1/2024,2024,9,B077,9,316,429,489
9/1/2024,2024,9,B078,3,6,3.46,3.75
9/1/2024,2024,9,B079,7,305,26738,24076
9/1/2024,2024,9,B081,7,164,160.39,168.98
9/1/2024,2024,9,B082,5,43,603.01,647.37
9/1/2024,2024,9,B086,1,2,40.6,33.51
9/1/2024,2024,9,B088,2,17,332.19,293.98
9/1/2024,2024,9,B089,1,254,5256.54,5570.13
9/1/2024,2024,9,B093,1,1,29.1,24.94
9/1/2024,2024,9,B096,4,44,887.67,1010.59
9/1/2024,2024,9,B102,7,298,2441.91,2872.01
9/1/2024,2024,9,B106,4,23,187.26,177.45
9/1/2024,2024,9,B107,1,1,2,1
9/1/2024,2024,9,B108,8,306,619,698
9/1/2024,2024,9,B114,3,5,9,10
9/1/2024,2024,9,B115,2,7,15,17
9/1/2024,2024,9,B116,6,158,449,394
9/1/2024,2024,9,B117,2,275,56.7,52.04
9/1/2024,2024,9,B118,10,317,4292,4674
9/1/2024,2024,9,B119,7,115,115,132
9/1/2024,2024,9,B120,2,10,45,49
9/1/2024,2024,9,B123,8,306,302,318
9/1/2024,2024,9,B126,1,3,3,4
9/1/2024,2024,9,B127,5,9,18,15
9/1/2024,2024,9,B132,9,319,729.01,679.14
9/1/2024,2024,9,B136,1,1,4.7,4.95
9/1/2024,2024,9,B137,1,48,33.88,37
9/1/2024,2024,9,B138,3,14,6.19,6.59
9/1/2024,2024,9,B139,1,5,5.18,4.91
9/1/2024,2024,9,B143,1,2,2.08,2.32
9/1/2024,2024,9,B145,2,10,11.28,12.86
9/1/2024,2024,9,B147,1,294,942.22,848.71
9/1/2024,2024,9,B152,1,4,4.57,4.96
9/1/2024,2024,9,B153,1,1,2.08,2.41
9/1/2024,2024,9,B154,1,20,15,16.97
9/1/2024,2024,9,B158,3,27,54.95,59.08
9/1/2024,2024,9,B161,7,70,166.73,140.94
9/1/2024,2024,9,B164,1,2,12.33,14.15
9/1/2024,2024,9,B165,1,1,2.9,3.06
9/1/2024,2024,9,B166,1,83,520,483
9/1/2024,2024,9,B168,1,3,3,4
9/1/2024,2024,9,B169,1,93,88,93
9/1/2024,2024,9,B170,1,2,6.22,6.68
9/1/2024,2024,9,B171,3,179,320,343
9/1/2024,2024,9,B174,1,1,0.83,0.69
9/1/2024,2024,9,B175,9,149,141.4,132
9/1/2024,2024,9,B176,1,1,1,2
9/1/2024,2024,9,B188,1,8,9,10
9/1/2024,2024,9,B189,1,1,2,3
9/1/2024,2024,9,B192,16,1024,200.24,229.72
9/1/2024,2024,9,B193,1,1,40,43
9/1/2024,2024,9,B196,2,8,31,29
9/1/2024,2024,9,B205,16,1025,6586.78,6069.94
9/1/2024,2024,9,B207,1,140,143,124
9/1/2024,2024,9,B209,1,2,2,3
9/1/2024,2024,9,B216,2,18,13,12
9/1/2024,2024,9,B225,1,2,2,3
9/1/2024,2024,9,B227,1,1,6,7
9/1/2024,2024,9,B229,2,178,947.56,1004.52
9/1/2024,2024,9,B237,16,658,128.32,138.33
9/1/2024,2024,9,B238,1,15,1.46,1.62
9/1/2024,2024,9,B239,15,868,693.03,738.66
9/1/2024,2024,9,B241,16,685,836.9,898.16
9/1/2024,2024,9,B242,7,413,136.52,148.49
9/1/2024,2024,9,B255,9,123,60.14,69.82
9/1/2024,2024,9,B259,7,305,14296,12232
9/1/2024,2024,9,B260,8,306,304,327
9/1/2024,2024,9,B261,5,9,9,10
9/1/2024,2024,9,B262,4,66,84.09,93.31
9/1/2024,2024,9,B263,9,298,144.4,125.41
9/1/2024,2024,9,B264,7,288,142.24,125.59
9/1/2024,2024,9,B265,15,409,320.72,284.81
9/1/2024,2024,9,B266,3,19,264,278
9/1/2024,2024,9,B269,8,715,469,385
9/1/2024,2024,9,B284,1,3,3,4
9/1/2024,2024,9,B300,1,8,48,52
9/1/2024,2024,9,B301,1,93,303,332
9/1/2024,2024,9,B303,2,3,7,8
9/1/2024,2024,9,B304,1,31,31,36
9/1/2024,2024,9,B305,3,22,26,28
9/1/2024,2024,9,B309,5,9,9,8
9/1/2024,2024,9,B312,3,15,74,83
9/1/2024,2024,9,B313,1,4,21,24
9/1/2024,2024,9,B314,2,95,159,168
9/1/2024,2024,9,B315,1,15,0.79,0.65
9/1/2024,2024,9,B319,16,1002,319.73,369.86
9/1/2024,2024,9,B320,10,317,146.29,154.09
9/1/2024,2024,9,B321,10,317,4348,3623
9/1/2024,2024,9,B322,9,307,10512,8836
9/1/2024,2024,9,B323,1,140,140,150
9/1/2024,2024,9,B324,1,112,466,531
9/1/2024,2024,9,B325,1,93,163,172
9/1/2024,2024,9,B326,1,1,2,3
9/1/2024,2024,9,B327,1,2,21,23
9/1/2024,2024,9,B333,1,15,73,81
9/1/2024,2024,9,B346,1,15,65,54
9/1/2024,2024,9,B352,2,9,10.48,11.42
9/1/2024,2024,9,B354,1,1,0.39,0.44
9/1/2024,2024,9,B372,8,286,828.18,906.35
9/1/2024,2024,9,B375,3,32,74.37,80.37
9/1/2024,2024,9,B376,1,238,555.46,455.62
9/1/2024,2024,9,B377,16,1025,251.37,270.8
9/1/2024,2024,9,B380,1,272,178.51,202.82
9/1/2024,2024,9,B381,14,1018,523.8,591.42
9/1/2024,2024,9,B382,2,6,2.34,2.14
9/1/2024,2024,9,B387,1,125,125,115
9/1/2024,2024,9,B492,1,15,0.6,0.53
9/1/2024,2024,9,B494,1,140,137,118
9/1/2024,2024,9,B497,1,15,1.57,1.75
9/1/2024,2024,9,B507,1,1,0.4,0.35
9/1/2024,2024,9,B508,1,4,3.87,4.4
10/1/2024,2024,10,B001,3,5,3.12,3.65
10/1/2024,2024,10,B002,1,94,97,106
10/1/2024,2024,10,B009,1,1,84,91
10/1/2024,2024,10,B010,7,219,12.59,13.25
10/1/2024,2024,10,B011,2,6,0.94,1.07
10/1/2024,2024,10,B012,6,575,124.12,143.51
10/1/2024,2024,10,B013,4,543,69.57,58.73
10/1/2024,2024,10,B014,2,6,0.94,0.83
10/1/2024,2024,10,B015,2,31,9.73,11.45
10/1/2024,2024,10,B016,8,579,50.84,42.51
